match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Pakistan Vs India,India,1,KL Rahul,4,8,0,0,50.00,out,T20I # 1842
Pakistan Vs India,India,2,Rohit Sharma(c),4,7,0,0,57.14,out,T20I # 1842
Pakistan Vs India,India,3,Virat Kohli,82,53,6,4,154.71,not_out,T20I # 1842
Pakistan Vs India,India,4,Suryakumar Yadav,15,10,2,0,150.00,out,T20I # 1842
Pakistan Vs India,India,5,Axar Patel,2,3,0,0,66.66,out,T20I # 1842
Pakistan Vs India,India,6,Hardik Pandya,40,37,1,2,108.10,out,T20I # 1842
Pakistan Vs India,India,7,Dinesh Karthik,1,2,0,0,50.00,out,T20I # 1842
Pakistan Vs India,India,8,Ravichandran Ashwin,1,1,0,0,100.00,not_out,T20I # 1842
Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto,25,20,4,0,125.00,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,2,Soumya Sarkar,14,14,2,0,100.00,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,3,Litton Das,9,11,0,0,81.81,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan(c),7,9,0,0,77.77,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,5,Afif Hossain,38,27,2,2,140.74,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,6,Yasir Ali,3,5,0,0,60.00,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,7,Nurul Hasan,13,18,0,0,72.22,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,8,Mosaddek Hossain,20,12,2,1,166.66,not_out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed,0,1,0,0,0.00,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,10,Hasan Mahmud,0,3,0,0,0.00,not_out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,0,1,0,0,0.00,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,8,8,0,1,100.00,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,3,Bas de Leede,0,1,0,0,0.00,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann,62,48,6,2,129.16,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,5,Tom Cooper,0,0,0,0,-,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,6,Scott Edwards(c),16,24,1,0,66.66,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,7,Tim Pringle,1,6,0,0,16.66,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,8,Logan van Beek,2,5,0,0,40.00,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad,9,8,1,0,112.50,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,10,Fred Klaassen,7,6,0,0,116.66,not_out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,11,Paul van Meekeren,24,14,3,1,171.42,out,T20I # 1843
Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva,8,8,0,1,100.00,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,2,Craig Ervine(c),2,6,0,0,33.33,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,3,Sean Williams,1,1,0,0,100.00,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,4,Sikandar Raza,0,2,0,0,0.00,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,5,Wessly Madhevere,35,18,4,1,194.44,not_out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,6,Milton Shumba,18,20,2,0,90.00,out,T20I # 1844
Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock,47,18,8,1,261.11,not_out,T20I # 1844
Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma(c),2,2,0,0,100.00,not_out,T20I # 1844
Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,40,45,2,0,88.88,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,2,Kusal Mendis,5,6,1,0,83.33,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,3,Dhananjaya de Silva,26,23,3,0,113.04,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,4,Charith Asalanka,38,25,3,2,152.00,not_out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,5,Bhanuka Rajapaksa,7,5,1,0,140.00,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,6,Dasun Shanaka(c),3,5,0,0,60.00,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,7,Wanindu Hasaranga de Silva,1,4,0,0,25.00,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne,14,7,2,0,200.00,not_out,T20I # 1845
Sri Lanka Vs Australia,Australia,1,David Warner,11,10,0,0,110.00,out,T20I # 1845
Sri Lanka Vs Australia,Australia,2,Aaron Finch(c),31,42,0,1,73.80,not_out,T20I # 1845
Sri Lanka Vs Australia,Australia,3,Mitchell Marsh,17,17,1,1,100.00,out,T20I # 1845
Sri Lanka Vs Australia,Australia,4,Glenn Maxwell,23,12,2,2,191.66,out,T20I # 1845
Sri Lanka Vs Australia,Australia,5,Marcus Stoinis,59,18,4,6,327.77,not_out,T20I # 1845
Ireland Vs England,Ireland,1,Paul Stirling,14,8,1,1,175.00,out,T20I # 1846
Ireland Vs England,Ireland,2,Andy Balbirnie(c),62,47,5,2,131.91,out,T20I # 1846
Ireland Vs England,Ireland,3,Lorcan Tucker,34,27,3,1,125.92,out,T20I # 1846
Ireland Vs England,Ireland,4,Harry Tector,0,2,0,0,0.00,out,T20I # 1846
Ireland Vs England,Ireland,5,Curtis Campher,18,11,3,0,163.63,out,T20I # 1846
Ireland Vs England,Ireland,6,George Dockrell,0,1,0,0,0.00,out,T20I # 1846
Ireland Vs England,Ireland,7,Gareth Delany,12,10,1,0,120.00,not_out,T20I # 1846
Ireland Vs England,Ireland,8,Mark Adair,4,4,0,0,100.00,out,T20I # 1846
Ireland Vs England,Ireland,9,Barry McCarthy,3,3,0,0,100.00,out,T20I # 1846
Ireland Vs England,Ireland,10,Fionn Hand,1,2,0,0,50.00,out,T20I # 1846
Ireland Vs England,Ireland,11,Josh Little,0,1,0,0,0.00,out,T20I # 1846
Ireland Vs England,England,1,Jos Buttler(c),0,2,0,0,0.00,out,T20I # 1846
Ireland Vs England,England,2,Alex Hales,7,5,1,0,140.00,out,T20I # 1846
Ireland Vs England,England,3,Dawid Malan,35,37,2,0,94.59,out,T20I # 1846
Ireland Vs England,England,4,Ben Stokes,6,8,0,0,75.00,out,T20I # 1846
Ireland Vs England,England,5,Harry Brook,18,21,1,0,85.71,out,T20I # 1846
Ireland Vs England,England,6,Moeen Ali,24,12,3,1,200.00,not_out,T20I # 1846
Ireland Vs England,England,7,Liam Livingstone,1,2,0,0,50.00,not_out,T20I # 1846
South Africa Vs Bangladesh,South Africa,1,Temba Bavuma(c),2,6,0,0,33.33,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,2,Quinton de Kock,63,38,7,3,165.78,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,3,Rilee Rossouw,109,56,7,8,194.64,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs,7,7,1,0,100.00,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,5,Aiden Markram,10,11,1,0,90.90,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,6,David Miller,2,4,0,0,50.00,not_out,T20I # 1847
South Africa Vs Bangladesh,South Africa,7,Wayne Parnell,0,2,0,0,0.00,not_out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,9,9,1,0,100.00,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,2,Soumya Sarkar,15,6,0,2,250.00,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,3,Litton Das,34,31,1,1,109.67,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan(c),1,4,0,0,25.00,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,5,Afif Hossain,1,5,0,0,20.00,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,6,Mehidy Hasan Miraz,11,13,0,0,84.61,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,0,3,0,0,0.00,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,8,Nurul Hasan,2,6,0,0,33.33,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed,10,17,1,0,58.82,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,10,Hasan Mahmud,0,2,0,0,0.00,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,9,3,0,1,300.00,not_out,T20I # 1847
India Vs Netherlands,India,1,KL Rahul,9,12,1,0,75.00,out,T20I # 1848
India Vs Netherlands,India,2,Rohit Sharma(c),53,39,4,3,135.89,out,T20I # 1848
India Vs Netherlands,India,3,Virat Kohli,62,44,3,2,140.90,not_out,T20I # 1848
India Vs Netherlands,India,4,Suryakumar Yadav,51,25,7,1,204.00,not_out,T20I # 1848
India Vs Netherlands,Netherlands,1,Vikramjit Singh,1,9,0,0,11.11,out,T20I # 1848
India Vs Netherlands,Netherlands,2,Max O'Dowd,16,10,3,0,160.00,out,T20I # 1848
India Vs Netherlands,Netherlands,3,Bas de Leede,16,23,0,0,69.56,out,T20I # 1848
India Vs Netherlands,Netherlands,4,Colin Ackermann,17,21,1,0,80.95,out,T20I # 1848
India Vs Netherlands,Netherlands,5,Tom Cooper,9,12,0,0,75.00,out,T20I # 1848
India Vs Netherlands,Netherlands,6,Scott Edwards(c),5,8,0,0,62.50,out,T20I # 1848
India Vs Netherlands,Netherlands,7,Tim Pringle,20,15,1,1,133.33,out,T20I # 1848
India Vs Netherlands,Netherlands,8,Logan van Beek,3,5,0,0,60.00,out,T20I # 1848
India Vs Netherlands,Netherlands,9,Shariz Ahmad,16,11,2,0,145.45,not_out,T20I # 1848
India Vs Netherlands,Netherlands,10,Fred Klaassen,0,1,0,0,0.00,out,T20I # 1848
India Vs Netherlands,Netherlands,11,Paul van Meekeren,14,6,3,0,233.33,not_out,T20I # 1848
Zimbabwe Vs Pakistan,Zimbabwe,1,Wessly Madhevere,17,13,3,0,130.76,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,2,Craig Ervine(c),19,19,2,0,100.00,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,3,Milton Shumba,8,10,1,0,80.00,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,4,Sean Williams,31,28,3,0,110.71,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,5,Sikandar Raza,9,16,1,0,56.25,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,6,Regis Chakabva,0,1,0,0,0.00,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,7,Ryan Burl,10,15,0,0,66.66,not_out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,8,Luke Jongwe,0,1,0,0,0.00,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,9,Brad Evans,19,15,0,1,126.66,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,10,Richard Ngarava,3,2,0,0,150.00,not_out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,1,Mohammad Rizwan,14,16,1,1,87.50,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,2,Babar Azam(c),4,9,1,0,44.44,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,3,Shan Masood,44,38,3,0,115.78,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,4,Iftikhar Ahmed,5,10,1,0,50.00,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,5,Shadab Khan,17,14,0,1,121.42,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,6,Haider Ali,0,1,0,0,0.00,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,7,Mohammad Nawaz,22,18,1,1,122.22,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,8,Mohammad Wasim,12,13,2,0,92.30,not_out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,1,1,0,0,100.00,out,T20I # 1849
New Zealand Vs Sri Lanka,New Zealand,1,Finn Allen,1,3,0,0,33.33,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,2,Devon Conway,1,4,0,0,25.00,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,3,Kane Williamson(c),8,13,1,0,61.53,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,4,Glenn Phillips,104,64,10,4,162.50,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,5,Daryl Mitchell,22,24,0,0,91.66,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,6,James Neesham,5,8,0,0,62.50,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,7,Mitchell Santner,11,5,0,1,220.00,not_out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,8,Ish Sodhi,1,1,0,0,100.00,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,9,Tim Southee,4,1,1,0,400.00,not_out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,0,5,0,0,0.00,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,4,3,1,0,133.33,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,0,3,0,0,0.00,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,4,8,0,0,50.00,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,34,22,3,2,154.54,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,6,Chamika Karunaratne,3,8,0,0,37.50,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka(c),35,32,4,1,109.37,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga de Silva,4,6,1,0,66.66,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,0,3,0,0,0.00,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,8,21,0,0,38.09,not_out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,4,5,1,0,80.00,out,T20I # 1850
Bangladesh Vs Zimbabwe,Bangladesh,1,Najmul Hossain Shanto,71,55,7,1,129.09,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,2,Soumya Sarkar,0,2,0,0,0.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,3,Litton Das,14,12,3,0,116.66,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,4,Shakib Al Hasan(c),23,20,1,0,115.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,5,Afif Hossain,29,19,1,1,152.63,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,6,Mosaddek Hossain,7,10,0,0,70.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,7,Nurul Hasan,1,1,0,0,100.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,8,Yasir Ali,1,1,0,0,100.00,not_out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,4,3,1,0,133.33,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),8,7,2,0,114.28,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,3,Milton Shumba,8,15,1,0,53.33,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,4,Sean Williams,64,42,8,0,152.38,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,0,3,0,0,0.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,6,Regis Chakabva,15,19,0,0,78.94,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,7,Ryan Burl,27,25,2,1,108.00,not_out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,8,Brad Evans,2,2,0,0,100.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,6,3,0,1,200.00,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,10,Blessing Muzarabani,0,2,0,0,0.00,not_out,T20I # 1851
Netherlands Vs Pakistan,Netherlands,1,Stephan Myburgh,6,11,1,0,54.54,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,2,Max O'Dowd,8,13,0,0,61.53,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,3,Bas de Leede,6,16,1,0,37.50,not_out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,4,Tom Cooper,1,2,0,0,50.00,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,5,Colin Ackermann,27,27,2,0,100.00,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,6,Scott Edwards(c),15,20,1,0,75.00,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,7,Roelof van der Merwe,5,6,0,0,83.33,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,8,Tim Pringle,5,8,0,0,62.50,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,9,Logan van Beek,6,9,0,0,66.66,not_out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,10,Fred Klaassen,0,1,0,0,0.00,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,11,Paul van Meekeren,7,7,0,0,100.00,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,1,Mohammad Rizwan,49,39,5,0,125.64,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,2,Babar Azam(c),4,5,1,0,80.00,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,3,Fakhar Zaman,20,16,3,0,125.00,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,4,Shan Masood,12,16,0,0,75.00,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,5,Iftikhar Ahmed,6,5,0,0,120.00,not_out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,6,Shadab Khan,4,2,1,0,200.00,not_out,T20I # 1852
India Vs South Africa,India,1,KL Rahul,9,14,0,1,64.28,out,T20I # 1853
India Vs South Africa,India,2,Rohit Sharma(c),15,14,1,1,107.14,out,T20I # 1853
India Vs South Africa,India,3,Virat Kohli,12,11,2,0,109.09,out,T20I # 1853
India Vs South Africa,India,4,Suryakumar Yadav,68,40,6,3,170.00,out,T20I # 1853
India Vs South Africa,India,5,Deepak Hooda,0,3,0,0,0.00,out,T20I # 1853
India Vs South Africa,India,6,Hardik Pandya,2,3,0,0,66.66,out,T20I # 1853
India Vs South Africa,India,7,Dinesh Karthik,6,15,0,0,40.00,out,T20I # 1853
India Vs South Africa,India,8,Ravichandran Ashwin,7,11,0,0,63.63,out,T20I # 1853
India Vs South Africa,India,9,Bhuvneshwar Kumar,4,6,0,0,66.66,not_out,T20I # 1853
India Vs South Africa,India,10,Mohammed Shami,0,2,0,0,0.00,out,T20I # 1853
India Vs South Africa,India,11,Arshdeep Singh,2,1,0,0,200.00,not_out,T20I # 1853
India Vs South Africa,South Africa,1,Quinton de Kock,1,3,0,0,33.33,out,T20I # 1853
India Vs South Africa,South Africa,2,Temba Bavuma(c),10,15,0,1,66.66,out,T20I # 1853
India Vs South Africa,South Africa,3,Rilee Rossouw,0,2,0,0,0.00,out,T20I # 1853
India Vs South Africa,South Africa,4,Aiden Markram,52,41,6,1,126.82,out,T20I # 1853
India Vs South Africa,South Africa,5,David Miller,59,46,4,3,128.26,not_out,T20I # 1853
India Vs South Africa,South Africa,6,Tristan Stubbs,6,6,1,0,100.00,out,T20I # 1853
India Vs South Africa,South Africa,7,Wayne Parnell,2,5,0,0,40.00,not_out,T20I # 1853
Australia Vs Ireland,Australia,1,David Warner,3,7,0,0,42.85,out,T20I # 1855
Australia Vs Ireland,Australia,2,Aaron Finch(c),63,44,5,3,143.18,out,T20I # 1855
Australia Vs Ireland,Australia,3,Mitchell Marsh,28,22,2,2,127.27,out,T20I # 1855
Australia Vs Ireland,Australia,4,Glenn Maxwell,13,9,0,1,144.44,out,T20I # 1855
Australia Vs Ireland,Australia,5,Marcus Stoinis,35,25,3,1,140.00,out,T20I # 1855
Australia Vs Ireland,Australia,6,Tim David,15,10,2,0,150.00,not_out,T20I # 1855
Australia Vs Ireland,Australia,7,Matthew Wade,7,3,1,0,233.33,not_out,T20I # 1855
Australia Vs Ireland,Ireland,1,Paul Stirling,11,7,1,1,157.14,out,T20I # 1855
Australia Vs Ireland,Ireland,2,Andy Balbirnie(c),6,7,0,1,85.71,out,T20I # 1855
Australia Vs Ireland,Ireland,3,Lorcan Tucker,71,48,9,1,147.91,not_out,T20I # 1855
Australia Vs Ireland,Ireland,4,Harry Tector,6,4,1,0,150.00,out,T20I # 1855
Australia Vs Ireland,Ireland,5,Curtis Campher,0,1,0,0,0.00,out,T20I # 1855
Australia Vs Ireland,Ireland,6,George Dockrell,0,4,0,0,0.00,out,T20I # 1855
Australia Vs Ireland,Ireland,7,Gareth Delany,14,10,2,0,140.00,out,T20I # 1855
Australia Vs Ireland,Ireland,8,Mark Adair,11,11,1,0,100.00,out,T20I # 1855
Australia Vs Ireland,Ireland,9,Fionn Hand,6,6,1,0,100.00,out,T20I # 1855
Australia Vs Ireland,Ireland,10,Barry McCarthy,3,7,0,0,42.85,out,T20I # 1855
Australia Vs Ireland,Ireland,11,Josh Little,1,5,0,0,20.00,out,T20I # 1855
Afghanistan Vs Sri Lanka,Afghanistan,1,Rahmanullah Gurbaz,28,24,2,2,116.66,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,2,Usman Ghani,27,27,2,1,100.00,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,3,Ibrahim Zadran,22,18,1,1,122.22,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,4,Najibullah Zadran,18,16,1,0,112.50,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,5,Gulbadin Naib,12,14,0,0,85.71,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,6,Mohammad Nabi(c),13,8,1,0,162.50,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,7,Rashid Khan,9,8,1,0,112.50,out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,8,Azmatullah Omarzai,3,4,0,0,75.00,not_out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,9,Mujeeb Ur Rahman,1,2,0,0,50.00,out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,10,10,2,0,100.00,out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,25,27,2,1,92.59,out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,66,42,6,2,157.14,not_out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,19,18,1,0,105.55,out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,18,14,3,0,128.57,out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka(c),0,0,0,0,-,not_out,T20I # 1856
England Vs New Zealand,England,1,Jos Buttler(c),73,47,7,2,155.31,out,T20I # 1858
England Vs New Zealand,England,2,Alex Hales,52,40,7,1,130.00,out,T20I # 1858
England Vs New Zealand,England,3,Moeen Ali,5,6,0,0,83.33,out,T20I # 1858
England Vs New Zealand,England,4,Liam Livingstone,20,14,1,1,142.85,out,T20I # 1858
England Vs New Zealand,England,5,Harry Brook,7,3,0,1,233.33,out,T20I # 1858
England Vs New Zealand,England,6,Ben Stokes,8,7,0,0,114.28,out,T20I # 1858
England Vs New Zealand,England,7,Sam Curran,6,3,0,1,200.00,not_out,T20I # 1858
England Vs New Zealand,England,8,Dawid Malan,3,1,0,0,300.00,not_out,T20I # 1858
England Vs New Zealand,New Zealand,1,Finn Allen,16,11,0,1,145.45,out,T20I # 1858
England Vs New Zealand,New Zealand,2,Devon Conway,3,9,0,0,33.33,out,T20I # 1858
England Vs New Zealand,New Zealand,3,Kane Williamson(c),40,40,3,0,100.00,out,T20I # 1858
England Vs New Zealand,New Zealand,4,Glenn Phillips,62,36,4,3,172.22,out,T20I # 1858
England Vs New Zealand,New Zealand,5,James Neesham,6,3,1,0,200.00,out,T20I # 1858
England Vs New Zealand,New Zealand,6,Daryl Mitchell,3,5,0,0,60.00,out,T20I # 1858
England Vs New Zealand,New Zealand,7,Mitchell Santner,16,10,0,1,160.00,not_out,T20I # 1858
England Vs New Zealand,New Zealand,8,Ish Sodhi,6,6,0,0,100.00,not_out,T20I # 1858
Zimbabwe Vs Netherlands,Zimbabwe,1,Wessly Madhevere,1,5,0,0,20.00,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,2,Craig Ervine(c),3,12,0,0,25.00,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,3,Regis Chakabva,5,16,1,0,31.25,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,4,Sean Williams,28,23,3,0,121.73,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,5,Sikandar Raza,40,24,3,3,166.66,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,6,Milton Shumba,2,3,0,0,66.66,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,7,Ryan Burl,2,7,0,0,28.57,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,8,Luke Jongwe,6,8,0,0,75.00,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,9,Richard Ngarava,9,7,0,1,128.57,out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,10,Tendai Chatara,6,7,0,0,85.71,not_out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,11,Blessing Muzarabani,1,4,0,0,25.00,out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,1,Stephan Myburgh,8,7,0,1,114.28,out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,2,Max O'Dowd,52,47,8,1,110.63,out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,3,Tom Cooper,32,29,2,1,110.34,out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,4,Colin Ackermann,1,5,0,0,20.00,out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,5,Bas de Leede,12,12,2,0,100.00,not_out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,6,Scott Edwards(c),5,6,1,0,83.33,out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,7,Roelof van der Merwe,0,3,0,0,0.00,not_out,T20I # 1859
India Vs Bangladesh,India,1,KL Rahul,50,32,3,4,156.25,out,T20I # 1860
India Vs Bangladesh,India,2,Rohit Sharma(c),2,8,0,0,25.00,out,T20I # 1860
India Vs Bangladesh,India,3,Virat Kohli,64,44,8,1,145.45,not_out,T20I # 1860
India Vs Bangladesh,India,4,Suryakumar Yadav,30,16,4,0,187.50,out,T20I # 1860
